"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"2","2","Dwarven Provisioner","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","9","False","False","0.17"
"1","1","Dwarven Provisioner","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","9","False","False","0.31"
"2","2","Dwarven Shortsword","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","10","False","False","0.23"
"1","1","Dwarven Shortsword","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","10","False","False","0.29"
"1","1","Eagle of the Great Shelf","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","11","False","False","0.14"
"1","1","Eagles of the North","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","7","False","False",""
"1","1","Earthquake","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","214","False","False",""
"1","1","Elrond of the White Council","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","51","False","False",""
"1","1","Elven Farsight","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","161","False","False",""
"1","1","Elven Passage","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","181","False","False","1.20"
"1","1","Elven Raft-Steerer","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","37","False","False","0.46"
"2","2","Elven Raft-Steerer","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","37","False","False","0.28"
"5","5","Elvenking's Halls","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","182","False","False","0.28"
"7","7","Elvenking's Harper","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","38","False","False","0.23"
"1","1","Elvish Archdruid","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","237","False","False",""
"1","1","Elvish Mystic","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","238","False","False",""
"1","1","Elvish Piper","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","239","False","False",""
"1","1","Elvish Visionary","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","240","False","False",""
"1","1","Elvish Warmaster","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","241","False","False",""
"7","7","Enchanted River's Grasp","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","39","False","False","0.27"
"1","1","Éomer, King of Rohan","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","52","False","False",""
"1","1","Éowyn, Shieldmaiden","ltc","Near Mint","English","foil","","2026-01-08 22:02:53.547000","1","False","False",""
"1","1","Erestor of the Council","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","53","False","False",""
"1","1","Erkenbrand, Lord of Westfold","ltr","Near Mint","English","","","2026-01-08 22:02:53.547000","123","False","False",""
"1","1","Esgaroth Garrison","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","13","False","False","0.15"
"2","2","Esgaroth Garrison","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","13","False","False","0.28"
"1","1","Essence Warden","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","242","False","False",""
"1","1","Everflowing Chalice","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","278","False","False",""
"3","3","Evolving Wilds","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","306","False","False",""
"3","3","Exotic Orchard","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","307","False","False",""
"1","1","Extract from Darkness","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","266","False","False",""
"1","1","Fact or Fiction","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","190","False","False",""
"1","1","Faithless Looting","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","215","False","False",""
"1","1","Faramir, Steward of Gondor","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","54","False","False",""
"1","1","Farhaven Elf","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","243","False","False",""
"1","1","Farmer Cotton","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","55","False","False",""
"1","1","Farseek","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","244","False","False",""
"1","1","Fealty to the Realm","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","21","False","False",""
"3","3","Fearsome Goblin Pair","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","156","False","False","0.27"
"1","1","Feasting Hobbit","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","37","False","False",""
"1","1","Feed the Swarm","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","200","False","False",""
"1","1","Fell the Mighty","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","167","False","False",""
"3","3","Field of Ruin","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","308","False","False",""
"1","1","Field-Tested Frying Pan","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","11","False","False",""
"1","1","Fiend Hunter","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","168","False","False",""
"1","1","Fiery Inscription","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","126","False","False",""
"1","1","Fíli and Kíli, Joyous","hoc","Near Mint","English","foil","","2026-08-21 17:14:20.703000","1","False","False","4.29"
"1","1","Flamerush Rider","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","216","False","False",""
"1","1","Flooded Grove","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","309","False","False",""
"1","1","Forbidden Alchemy","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","191","False","False",""
"1","1","Foreboding Ruins","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","310","False","False",""
"16","16","Forest","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","270","False","False",""
"7","7","Forest","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","271","False","False",""
"1","1","Forest","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","198","False","False","0.42"
"1","1","Forth Eorlingas!","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","56","False","False",""
"1","1","Fortified Village","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","311","False","False",""
"1","1","Frodo, Adventurous Hobbit","ltc","Near Mint","English","foil","","2026-01-09 20:19:18.823000","2","False","False",""
"7","7","Front Porch Sentries","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","67","False","False","0.53"
"1","1","Frontier Warmonger","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","217","False","False",""
"1","1","Frontline Medic","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","169","False","False",""
"1","1","Frostboil Snarl","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","312","False","False",""
"1","1","Fumigate","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","170","False","False",""
"1","1","Furycalm Snarl","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","313","False","False",""
"1","1","Galadhrim Ambush","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","38","False","False",""
"1","1","Galadriel, Elven-Queen","ltc","Near Mint","English","foil","","2026-01-09 20:24:20.190000","3","False","False",""
"2","2","Galion, Elvenking's Butler","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","125","False","False","0.30"
"1","1","Gandalf, Party Guest","hoc","Near Mint","English","foil","","2026-08-21 17:14:20.703000","2","False","False","3.91"
"2","2","Gandalf, Spark Starter","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","97","False","False","0.26"
"3","3","Gandalf, Wandering Wizard","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","41","False","False","0.22"
"1","1","Gandalf, Wandering Wizard","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","41","False","False","0.39"
"1","1","Gandalf, Westward Voyager","ltc","Near Mint","English","foil","","2026-01-09 20:24:20.190000","6","False","False",""
"1","1","Gathering of Darkness","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","68","False","False","0.33"
"1","1","Generous Ent","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","169","False","False",""
"1","1","Genesis Wave","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","245","False","False",""
"1","1","Getaway Barrel","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","98","False","False","0.37"
"1","1","Ghost Quarter","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","314","False","False",""
"6","6","Giant's Boulder","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","173","False","False","0.30"
"1","1","Gilded Goose","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","246","False","False",""
"1","1","Gilraen, Dúnedain Protector","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","13","False","False",""
"1","1","Gimli of the Glittering Caves","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","32","False","False",""
"1","1","Glacial Fortress","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","315","False","False",""
"2","2","Glóin the Mighty // Easy Pickings","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","227","False","False","0.36"
"2","2","Glóin the Mighty // Easy Pickings","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","99","False","False","0.32"
"1","1","Gnashing of Teeth","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","69","False","False","0.30"
"1","1","Go for the Throat","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","201","False","False",""
"1","1","Goblin Cratermaker","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","218","False","False",""
"1","1","Goblin Dark-Dwellers","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","219","False","False",""
"2","2","Goblin Plate Mail","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","157","False","False","0.35"
"2","2","Goblin-town","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","183","False","False","0.24"
"4","4","Gollum the Abandoned","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","72","False","False","0.27"
"1","1","Gollum, Obsessed Stalker","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","26","False","False",""
"4","4","Gollum, Silent Slinker // Meager Meal","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","71","False","False","0.25"
"1","1","Graypelt Refuge","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","316","False","False",""
"3","3","Great Fierce Bee","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","73","False","False","0.44"
"1","1","Great Gilded Boat","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","42","False","False","0.26"
"1","1","Great Oak Guardian","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","247","False","False",""
"2","2","Great Ugly-Looking Goblin // Clap! Snap!","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","74","False","False","0.31"
"1","1","Grey Host Reinforcements","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","14","False","False",""
"1","1","Gríma, Saruman's Footman","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","57","False","False",""
"1","1","Grishnákh, Brash Instigator","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","134","False","False",""
"1","1","Growth Spiral","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","267","False","False",""
"5","5","Guardian of the Halls","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","127","False","False","0.37"
"1","1","Guardian of the Halls","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","127","False","False","0.29"
"2","2","Gundabad Opportunist","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","101","False","False","0.24"
"1","1","Guttersnipe","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","220","False","False",""
"1","1","Gwaihir, Greatest of the Eagles","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","15","False","False",""
"1","1","Haldir, Lórien Lieutenant","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","39","False","False",""
"1","1","Harmonize","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","248","False","False",""
"1","1","Harsh Mentor","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","221","False","False",""
"1","1","Heirloom Blade","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","279","False","False",""
"1","1","Herald's Horn","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","280","False","False",""
"1","1","Heroic Intervention","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","249","False","False",""
"1","1","Hinterland Harbor","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","317","False","False",""
"1","1","Hithlain Rope","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","76","False","False",""
"1","1","Hornet Queen","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","250","False","False",""
"1","1","Hostage Taker","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","268","False","False",""
"1","1","Humble Defector","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","222","False","False",""
"1","1","In the Darkness Bind Them","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","58","False","False",""
"1","1","Increasing Devotion","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","171","False","False",""
"1","1","Inferno Titan","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","223","False","False",""
"1","1","Inscription of Abundance","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","251","False","False",""
"1","1","Iron Hills","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","185","False","False","0.21"
"2","2","Iron Hills Blacksmith","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","16","False","False","0.58"
"1","1","Iron Hills Stalwart","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","102","False","False","0.27"
"17","17","Island","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","264","False","False",""
"5","5","Island","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","265","False","False",""
"1","1","Island","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","195","False","False","0.43"
"5","5","Island","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","190","False","False","0.32"
"1","1","Isolated Chapel","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","318","False","False",""
"1","1","Key to the Side-Door","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","175","False","False","0.37"
"1","1","Knollspine Dragon","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","224","False","False",""
"1","1","Lakeshore Apothecary","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","43","False","False","0.33"
"2","2","Lakeshore Apothecary","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","43","False","False","0.14"
"1","1","Lake-town","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","186","False","False","0.28"
"1","1","Lake-town","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","186","False","False","0.25"
"1","1","Lake-town Lookout","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","18","False","False","0.26"
"2","2","Lake-town Mariners // Gone Fishing","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","44","False","False","0.54"
"1","1","Landroval, Horizon Witness","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","21","False","False",""
"1","1","Languish","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","202","False","False",""
"2","2","Large Bear","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","159","False","False","0.27"
"1","1","Learn from the Past","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","192","False","False",""
"1","1","Legolas Greenleaf","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","40","False","False",""
"1","1","Lidless Gaze","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","59","False","False",""
"1","1","Lightning Greaves","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","281","False","False",""
"1","1","Lignify","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","252","False","False",""
"2","2","Little Bear","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","128","False","False","0.22"
"1","1","Living Death","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","203","False","False",""
"1","1","Lobelia, Defender of Bag End","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","27","False","False",""
"1","1","Lonely Sandbar","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","319","False","False",""
"2","2","Long Lake Nuisance","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","45","False","False","0.19"
"3","3","Long-Bodied Grey Dog","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","1","False","False","0.33"
"1","1","Lord of the Nazgûl","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","60","False","False",""
"1","1","Lórien Revealed","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","60","False","False",""
"1","1","Lossarnach Captain","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","16","False","False",""
"1","1","Lost to Legend","ltr","Near Mint","English","","","2026-01-08 22:02:53.547000","22","False","False",""
"1","1","Lothlórien Blade","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","77","False","False",""
"3","3","Magnificent End","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","20","False","False","0.29"
"1","1","Marshal's Anthem","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","172","False","False",""
